review_id,place,stars,gt,year,era,trip_date,trip_type,written_date,llm_sentiment,llm_score,llm_emotion,llm_safety,llm_pricing,llm_service,llm_cleanliness,llm_atmosphere,llm_problems,llm_price_perception,llm_recommendation,llm_revisit,llm_keywords
5990,medina,5.0,Positive,2015,Pre-COVID,Oct 2015,Couples,"Written October 26, 2015",Neutral,3,Neutral,Not_mentioned,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,"[""Other""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""shopping"", ""haggling"", ""euros"", ""difference""]"
5991,medina,4.0,Positive,2015,Pre-COVID,Oct 2015,Couples,"Written October 25, 2015",Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""historic"", ""wonderland"", ""alleyways"", ""souks"", ""restaurants""]"
5992,medina,3.0,Neutral,2015,Pre-COVID,Jun 2015,Friends,"Written October 25, 2015",Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,"[""Overcrowding""]",Not_mentioned,Yes,Not_mentioned,"[""night"", ""crazy"", ""crowded"", ""square"", ""massagem""]"
5993,medina,5.0,Positive,2015,Pre-COVID,Oct 2015,Couples,"Written October 25, 2015",Positive,5,Joy,Positive,Positive,Positive,Not_mentioned,Positive,"[""Overcrowding""]",Cheap,Yes,Not_mentioned,"[""fantastic"", ""friendly"", ""haggling"", ""bargains"", ""scooters""]"
5994,medina,4.0,Positive,2015,Pre-COVID,Mar 2015,,"Written October 25, 2015",Positive,4,Joy,Not_mentioned,Neutral,Not_mentioned,Not_mentioned,Positive,"[""Getting_lost""]",Not_mentioned,Yes,Not_mentioned,"[""great place"", ""lost"", ""wandering"", ""haggling"", ""atmosphere""]"
5995,medina,5.0,Positive,2015,Pre-COVID,May 2015,Couples,"Written October 25, 2015",Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,"[""Overcrowding""]",Not_mentioned,Yes,Not_mentioned,"[""crazy"", ""loud"", ""crowded"", ""interesting"", ""street food""]"
5996,medina,4.0,Positive,2015,Pre-COVID,Sep 2015,Couples,"Written October 25, 2015",Negative,2,Frustration,Negative,Negative,Negative,Not_mentioned,Positive,"[""High_prices"", ""Scam""]",Expensive,No,Not_mentioned,"[""enjoyed"", ""restaurants"", ""double price"", ""unpleasant"", ""becareful""]"
5997,medina,5.0,Positive,2015,Pre-COVID,Oct 2015,Couples,"Written October 25, 2015",Neutral,3,Trust,Not_mentioned,Not_mentioned,Positive,Not_mentioned,Neutral,"[""Navigation_difficulty"", ""Scam""]",Not_mentioned,Yes,Not_mentioned,"[""traders"", ""friendly"", ""haggling"", ""compass"", ""souks""]"
5998,medina,5.0,Positive,2015,Pre-COVID,Oct 2015,Friends,"Written October 24, 2015",Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""loved"", ""sights"", ""sounds"", ""wonderful"", ""buy""]"
5999,medina,3.0,Neutral,2015,Pre-COVID,Oct 2015,Couples,"Written October 24, 2015",Negative,2,Frustration,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Negative,"[""Safety"", ""Overcrowding""]",Not_mentioned,No,Not_mentioned,"[""motorscooters"", ""narrow passages"", ""pedestrians"", ""intimidate"", ""speed""]"
6000,medina,1.0,Negative,2015,Pre-COVID,Oct 2015,Couples,"Written October 24, 2015",Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""old town"", ""Morocco"", ""wandering"", ""streets"", ""experience""]"
6001,medina,5.0,Positive,2015,Pre-COVID,Sep 2015,Friends,"Written October 24, 2015",Positive,3,Neutral,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Positive,"[""Safety"", ""Overcrowding""]",Not_mentioned,Yes,Not_mentioned,"[""medina"", ""activity"", ""careful"", ""traffic"", ""fascinating""]"
6002,medina,5.0,Positive,2015,Pre-COVID,Oct 2015,Couples,"Written October 24, 2015",Neutral,3,Frustration,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,"[""Safety""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""shop"", ""eat"", ""mopeds"", ""careful""]"
6003,medina,5.0,Positive,2015,Pre-COVID,Oct 2015,,"Written October 24, 2015",Positive,4,Joy,Not_mentioned,Neutral,Neutral,Not_mentioned,Positive,[],Not_mentioned,Not_mentioned,Not_mentioned,"[""market"", ""labyrinth"", ""barter"", ""leather products"", ""local produce""]"
6004,medina,5.0,Positive,2015,Pre-COVID,Oct 2015,Friends,"Written October 24, 2015",Positive,4,Trust,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Positive,"[""Safety""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""easy"", ""safe"", ""shops"", ""motorbikes"", ""support""]"
6005,medina,5.0,Positive,2015,Pre-COVID,Oct 2015,,"Written October 24, 2015",Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""must visit"", ""medina"", ""spices"", ""souks"", ""amazing""]"
6006,medina,4.0,Positive,2015,Pre-COVID,Oct 2015,,"Written October 24, 2015",Positive,4,Surprise,Not_mentioned,Neutral,Negative,Not_mentioned,Positive,"[""Getting_lost"", ""Scam""]",Not_mentioned,Yes,Not_mentioned,"[""interesting"", ""market stalls"", ""haggle"", ""getting lost"", ""buzzing experience""]"
6007,medina,5.0,Positive,2015,Pre-COVID,Oct 2015,Couples,"Written October 23, 2015",Positive,5,Joy,Not_mentioned,Neutral,Not_mentioned,Not_mentioned,Positive,"[""Navigation_difficulty""]",Not_mentioned,Yes,Not_mentioned,"[""awakening"", ""haggle"", ""medina"", ""maze"", ""experience""]"
6008,medina,4.0,Positive,2015,Pre-COVID,Oct 2015,Friends,"Written October 23, 2015",Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,"[""Other""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""loved"", ""medina"", ""buzz"", ""markets"", ""callers""]"
6009,medina,4.0,Positive,2015,Pre-COVID,Oct 2015,,"Written October 23, 2015",Positive,4,Joy,Not_mentioned,Not_mentioned,Negative,Not_mentioned,Positive,"[""Aggressive_vendors""]",Not_mentioned,Yes,Not_mentioned,"[""experience"", ""busy"", ""bustling"", ""aggressive vendors"", ""lively""]"
6010,medina,4.0,Positive,2015,Pre-COVID,Oct 2015,Friends,"Written October 23, 2015",Positive,4,Joy,Not_mentioned,Neutral,Negative,Not_mentioned,Positive,"[""Aggressive_vendors"", ""Other""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""medina"", ""exciting"", ""busy"", ""motorcycles"", ""hussling""]"
6011,medina,5.0,Positive,2015,Pre-COVID,Oct 2015,Couples,"Written October 23, 2015",Positive,4,Joy,Negative,Neutral,Negative,Negative,Positive,"[""Safety"", ""Bad_smell"", ""Scam""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""different world"", ""hectic"", ""smelly"", ""vibrant"", ""haggling""]"
6012,medina,5.0,Positive,2015,Pre-COVID,Oct 2015,Friends,"Written October 23, 2015",Positive,5,Joy,Not_mentioned,Positive,Neutral,Not_mentioned,Positive,[],Fair,Not_mentioned,Not_mentioned,"[""stalls"", ""loved it"", ""bartering"", ""shop sellers"", ""coax""]"
6013,medina,2.0,Negative,2015,Pre-COVID,Nov 2014,,"Written October 22, 2015",Negative,1,Anger,Negative,Not_mentioned,Negative,Not_mentioned,Negative,"[""Aggressive_vendors"", ""Safety""]",Not_mentioned,No,No,"[""didn't enjoy"", ""harassed"", ""pushy sellers"", ""lewd suggestions"", ""safety""]"
6014,medina,3.0,Neutral,2015,Pre-COVID,Oct 2015,Couples,"Written October 21, 2015",Negative,1,Anger,Negative,Negative,Negative,Not_mentioned,Negative,"[""Aggressive_vendors"", ""Scam""]",Not_mentioned,No,No,"[""couldn't stop"", ""henna"", ""snake charmers"", ""scam"", ""never again""]"
6015,medina,5.0,Positive,2015,Pre-COVID,Oct 2015,Friends,"Written October 21, 2015",Positive,4,Neutral,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Positive,"[""Safety""]",Not_mentioned,Yes,Not_mentioned,"[""busy"", ""motorbikes"", ""bicycles"", ""charming"", ""must do""]"
6016,medina,5.0,Positive,2015,Pre-COVID,Oct 2015,,"Written October 21, 2015",Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,[],Not_mentioned,Not_mentioned,Not_mentioned,"[""walking"", ""walls"", ""archways"", ""contrast"", ""weather""]"
6017,medina,3.0,Neutral,2015,Pre-COVID,Oct 2015,,"Written October 21, 2015",Positive,4,Joy,Neutral,Not_mentioned,Positive,Not_mentioned,Positive,[],Not_mentioned,Not_mentioned,Not_mentioned,"[""souks"", ""authentic"", ""quality goods"", ""welcomed"", ""tea""]"
6018,medina,4.0,Positive,2015,Pre-COVID,Oct 2015,Solo,"Written October 21, 2015",Neutral,3,Frustration,Neutral,Not_mentioned,Negative,Not_mentioned,Neutral,"[""Aggressive_vendors"", ""Scam"", ""Navigation_difficulty""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""Medina"", ""narrow alleys"", ""hassled"", ""fake guides"", ""traffic""]"
6019,medina,5.0,Positive,2015,Pre-COVID,Oct 2015,Couples,"Written October 20, 2015",Neutral,3,Frustration,Negative,Not_mentioned,Positive,Not_mentioned,Neutral,"[""Overcrowding"", ""Safety""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""informative tour"", ""Marrakech"", ""traffic"", ""mopeds"", ""manic""]"
6020,medina,5.0,Positive,2015,Pre-COVID,Oct 2015,,"Written October 20, 2015",Positive,5,Joy,Positive,Not_mentioned,Positive,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""Medina"", ""cultural experience"", ""friendly"", ""safe"", ""essence""]"
6021,medina,4.0,Positive,2015,Pre-COVID,Oct 2015,Couples,"Written October 19, 2015",Positive,4,Trust,Neutral,Positive,Not_mentioned,Not_mentioned,Positive,"[""Navigation_difficulty""]",Cheap,Yes,Yes,"[""bargains"", ""haggling"", ""atmosphere"", ""alleys"", ""winding""]"
6022,medina,5.0,Positive,2015,Pre-COVID,Oct 2015,Couples,"Written October 19, 2015",Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""favourite venue"", ""museum"", ""exquisite decoration"", ""Marrakesh""]"
6023,medina,1.0,Negative,2015,Pre-COVID,Oct 2015,Friends,"Written October 19, 2015",Negative,1,Anger,Negative,Neutral,Negative,Not_mentioned,Negative,"[""Safety"", ""Aggressive_vendors""]",Not_mentioned,No,No,"[""unsafe"", ""police presence"", ""hagglers"", ""grabbing"", ""avoid""]"
6024,medina,5.0,Positive,2015,Pre-COVID,Oct 2015,Solo,"Written October 19, 2015",Positive,4,Joy,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Positive,"[""Navigation_difficulty""]",Not_mentioned,Yes,Not_mentioned,"[""enjoyed"", ""worth"", ""driving"", ""crazy"", ""cabs""]"
6025,medina,3.0,Neutral,2015,Pre-COVID,Oct 2015,Couples,"Written October 19, 2015",Neutral,3,Frustration,Not_mentioned,Not_mentioned,Neutral,Negative,Positive,"[""Poor_cleanliness"", ""Bad_smell"", ""Navigation_difficulty""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""historic area"", ""clean up"", ""sewage system"", ""guide"", ""navigation""]"
6026,medina,5.0,Positive,2015,Pre-COVID,Oct 2015,Business,"Written October 18, 2015",Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,"[""Navigation_difficulty""]",Not_mentioned,Yes,Not_mentioned,"[""Medina"", ""huge"", ""overwhelming"", ""historical sites"", ""must see""]"
6027,medina,5.0,Positive,2015,Pre-COVID,Sep 2015,Couples,"Written October 18, 2015",Positive,4,Joy,Positive,Positive,Positive,Not_mentioned,Positive,[],Not_mentioned,Not_mentioned,Not_mentioned,"[""driver"", ""comfortable"", ""bargaining"", ""communication"", ""landmarks""]"
6028,medina,5.0,Positive,2015,Pre-COVID,Sep 2015,Couples,"Written October 18, 2015",Positive,4,Trust,Neutral,Neutral,Positive,Not_mentioned,Positive,"[""Navigation_difficulty"", ""Aggressive_vendors""]",Not_mentioned,Yes,Not_mentioned,"[""local guide"", ""navigate"", ""wonderful"", ""Jemaa el Fna"", ""shopping""]"
6029,medina,4.0,Positive,2015,Pre-COVID,Jun 2015,Friends,"Written October 18, 2015",Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,"[""Overcrowding"", ""Other""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""busy"", ""fun"", ""hustle bustle"", ""hot"", ""hectic""]"
6030,medina,3.0,Neutral,2015,Pre-COVID,Oct 2015,Friends,"Written October 18, 2015",Negative,1,Anger,Negative,Negative,Negative,Negative,Negative,"[""Aggressive_vendors"", ""Safety"", ""High_prices""]",Expensive,No,No,"[""worst experience"", ""preserved"", ""motorbikes"", ""harassment"", ""high prices""]"
6031,medina,5.0,Positive,2015,Pre-COVID,Sep 2015,Couples,"Written October 17, 2015",Positive,5,Joy,Positive,Positive,Not_mentioned,Not_mentioned,Positive,[],Cheap,Yes,Not_mentioned,"[""best shopping"", ""luxury items"", ""affordable"", ""safe"", ""unique""]"
6032,medina,5.0,Positive,2015,Pre-COVID,Sep 2015,Couples,"Written October 17, 2015",Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""enjoyable experience"", ""worthwhile visit"", ""Marrakech"", ""souks""]"
6033,medina,4.0,Positive,2015,Pre-COVID,Oct 2015,Solo,"Written October 17, 2015",Positive,4,Surprise,Not_mentioned,Positive,Neutral,Not_mentioned,Positive,"[""Overcrowding""]",Fair,Yes,Not_mentioned,"[""hustle and bustle"", ""shopping"", ""haggle"", ""fascinating"", ""restaurants""]"
6034,medina,3.0,Neutral,2015,Pre-COVID,Sep 2015,Solo,"Written October 17, 2015",Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Negative,Neutral,"[""Bad_smell""]",Not_mentioned,Neutral,Not_mentioned,"[""crazy"", ""smelly"", ""street artists"", ""go with the flow""]"
6035,medina,5.0,Positive,2015,Pre-COVID,Oct 2015,Friends,"Written October 17, 2015",Positive,4,Joy,Not_mentioned,Positive,Neutral,Not_mentioned,Positive,[],Cheap,Yes,Not_mentioned,"[""loved markets"", ""bargains"", ""haggle"", ""spare suitcase""]"
6036,medina,4.0,Positive,2015,Pre-COVID,Oct 2015,Couples,"Written October 16, 2015",Positive,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""Marrakesh"", ""medina"", ""worthwhile tour"", ""fes""]"
6037,medina,3.0,Neutral,2015,Pre-COVID,Oct 2015,Couples,"Written October 16, 2015",Negative,2,Fear,Negative,Not_mentioned,Negative,Not_mentioned,Negative,"[""Aggressive_vendors""]",Not_mentioned,No,Not_mentioned,"[""scared"", ""strangers"", ""interrupting"", ""plan route"", ""caution""]"
6038,medina,4.0,Positive,2015,Pre-COVID,Dec 2014,,"Written October 15, 2015",Neutral,3,Surprise,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Positive,"[""Overcrowding""]",Not_mentioned,Yes,Not_mentioned,"[""crazy arena"", ""performers"", ""sellers"", ""world experience""]"
6039,medina,4.0,Positive,2015,Pre-COVID,Sep 2015,Friends,"Written October 15, 2015",Positive,4,Surprise,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Positive,"[""Getting_lost"", ""Navigation_difficulty""]",Not_mentioned,Yes,Not_mentioned,"[""get lost"", ""narrow alley ways"", ""bustle"", ""great experience"", ""witts""]"
6040,medina,5.0,Positive,2015,Pre-COVID,Oct 2015,,"Written October 14, 2015",Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""exciting"", ""vibrant"", ""souks"", ""amazing"", ""wonderful things""]"
6041,medina,4.0,Positive,2015,Pre-COVID,Sep 2015,Couples,"Written October 14, 2015",Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""nighttime"", ""stunning"", ""food stalls"", ""belly dancers""]"
6042,medina,4.0,Positive,2015,Pre-COVID,Oct 2015,,"Written October 14, 2015",Positive,4,Surprise,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Positive,"[""Overcrowding"", ""Aggressive_vendors""]",Not_mentioned,Yes,Not_mentioned,"[""fantastic"", ""souks"", ""overwhelming"", ""cultural"", ""old town""]"
6043,medina,5.0,Positive,2015,Pre-COVID,Oct 2015,Friends,"Written October 14, 2015",Positive,5,Joy,Not_mentioned,Not_mentioned,Positive,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""exciting"", ""living museum"", ""fun shopping"", ""fascinating history"", ""friendly people""]"
6044,medina,5.0,Positive,2015,Pre-COVID,Oct 2015,Friends,"Written October 14, 2015",Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""number 1 attraction"", ""beautifully restored"", ""exquisite architecture"", ""must see""]"
6045,medina,4.0,Positive,2015,Pre-COVID,Oct 2015,Friends,"Written October 13, 2015",Positive,4,Trust,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""Marrakech"", ""Medina"", ""unique"", ""old city"", ""essential""]"
6046,medina,4.0,Positive,2015,Pre-COVID,Oct 2015,Friends,"Written October 13, 2015",Positive,4,Joy,Neutral,Not_mentioned,Positive,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""hustle and bustle"", ""guide"", ""confidence"", ""Medina""]"
6047,medina,5.0,Positive,2015,Pre-COVID,Sep 2015,,"Written October 13, 2015",Positive,5,Joy,Not_mentioned,Positive,Positive,Not_mentioned,Positive,[],Cheap,Yes,Not_mentioned,"[""authentic"", ""artisans"", ""guide"", ""negotiating"", ""best prices""]"
6048,medina,5.0,Positive,2015,Pre-COVID,Sep 2015,Couples,"Written October 12, 2015",Positive,4,Trust,Positive,Neutral,Positive,Not_mentioned,Neutral,"[""Navigation_difficulty""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""intimidating"", ""chaos"", ""safe"", ""lost"", ""wonderful people""]"
6049,medina,3.0,Neutral,2015,Pre-COVID,Oct 2015,Friends,"Written October 12, 2015",Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Negative,Neutral,"[""Bad_smell"", ""Overcrowding"", ""Poor_cleanliness""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""old city"", ""souks"", ""dirty"", ""charm"", ""restaurants""]"
6050,medina,5.0,Positive,2015,Pre-COVID,Sep 2015,Couples,"Written October 12, 2015",Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""vibrant"", ""exciting"", ""historic"", ""thrilled"", ""immerse""]"
6051,medina,5.0,Positive,2015,Pre-COVID,Oct 2015,Couples,"Written October 12, 2015",Positive,4,Surprise,Neutral,Not_mentioned,Negative,Not_mentioned,Positive,"[""Aggressive_vendors"", ""Scam""]",Not_mentioned,Yes,Not_mentioned,"[""must experience"", ""fantastic"", ""wits"", ""locals"", ""great time""]"
6052,medina,4.0,Positive,2015,Pre-COVID,Nov 2014,Couples,"Written October 12, 2015",Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,"[""Navigation_difficulty"", ""Getting_lost""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""maze"", ""lost"", ""entertaining"", ""fun"", ""culture""]"
6053,medina,5.0,Positive,2015,Pre-COVID,Oct 2015,Couples,"Written October 11, 2015",Neutral,3,Neutral,Positive,Neutral,Not_mentioned,Not_mentioned,Neutral,"[""Navigation_difficulty"", ""Getting_lost""]",Not_mentioned,Yes,Not_mentioned,"[""haggling"", ""intimidating"", ""dangerous"", ""lost"", ""maze""]"
6054,medina,4.0,Positive,2015,Pre-COVID,Oct 2015,Solo,"Written October 11, 2015",Neutral,3,Trust,Neutral,Negative,Negative,Not_mentioned,Not_mentioned,"[""Scam"", ""Navigation_difficulty""]",Cheap,Not_mentioned,Not_mentioned,"[""panic"", ""guide"", ""Google Map"", ""cheaper"", ""directions""]"
6055,medina,4.0,Positive,2015,Pre-COVID,Sep 2015,,"Written October 10, 2015",Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,"[""Navigation_difficulty"", ""Getting_lost""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""bazar"", ""lost"", ""artisans"", ""spice shops"", ""fascinating""]"
6056,medina,5.0,Positive,2015,Pre-COVID,Aug 2015,,"Written October 10, 2015",Positive,5,Joy,Not_mentioned,Positive,Positive,Not_mentioned,Positive,[],Cheap,Yes,Not_mentioned,"[""heart & soul"", ""colourful"", ""inexpensive"", ""friendly"", ""entertaining""]"
6057,medina,4.0,Positive,2015,Pre-COVID,Oct 2015,Friends,"Written October 10, 2015",Negative,2,Frustration,Negative,Not_mentioned,Negative,Not_mentioned,Neutral,"[""Aggressive_vendors"", ""Scam""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""hectic"", ""unpleasant"", ""local men"", ""directions""]"
6058,medina,1.0,Negative,2015,Pre-COVID,Oct 2015,Friends,"Written October 9, 2015",Negative,1,Disgust,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Negative,"[""Other""]",Not_mentioned,No,No,"[""cruel"", ""snakes"", ""monkeys"", ""unpleasant"", ""not going back""]"
6059,medina,5.0,Positive,2015,Pre-COVID,Oct 2015,Business,"Written October 9, 2015",Positive,4,Surprise,Not_mentioned,Not_mentioned,Not_mentioned,Positive,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""cleaner"", ""bigger"", ""ATMs"", ""must"", ""unchanged feel""]"
6060,medina,2.0,Negative,2015,Pre-COVID,Sep 2015,Couples,"Written October 9, 2015",Negative,2,Frustration,Negative,Not_mentioned,Negative,Neutral,Neutral,"[""Overcrowding"", ""Safety"", ""Poor_condition""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""busy"", ""accidents"", ""narrow lanes"", ""cleanliness"", ""star rating""]"
6061,medina,2.0,Negative,2015,Pre-COVID,Oct 2015,Friends,"Written October 9, 2015",Negative,2,Frustration,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Negative,"[""Other""]",Not_mentioned,No,No,"[""disappointing"", ""less history"", ""new town"", ""worse"", ""nothing interesting""]"
6062,medina,3.0,Neutral,2015,Pre-COVID,Oct 2015,Friends,"Written October 9, 2015",Negative,2,Disgust,Not_mentioned,Not_mentioned,Not_mentioned,Negative,Negative,"[""Bad_smell""]",Not_mentioned,No,Not_mentioned,"[""smelly"", ""poultry market"", ""same stuff"", ""not exceptional"", ""goods""]"
6063,medina,4.0,Positive,2015,Pre-COVID,Sep 2015,Couples,"Written October 8, 2015",Positive,4,Trust,Not_mentioned,Positive,Positive,Not_mentioned,Positive,[],Cheap,Yes,Not_mentioned,"[""alleyways"", ""ryads"", ""guide"", ""berber market"", ""interesting""]"
6064,medina,1.0,Negative,2015,Pre-COVID,Oct 2015,Couples,"Written October 8, 2015",Negative,1,Fear,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Negative,"[""Safety"", ""Navigation_difficulty""]",Not_mentioned,No,No,"[""not good"", ""risk life"", ""motor cycle"", ""get lost"", ""no signs""]"
6065,medina,1.0,Negative,2015,Pre-COVID,Oct 2015,Couples,"Written October 5, 2015",Positive,4,Joy,Not_mentioned,Not_mentioned,Positive,Not_mentioned,Positive,[],Not_mentioned,Not_mentioned,Not_mentioned,"[""amazing coach"", ""great service"", ""excited"", ""mystic land"", ""amazing food""]"
6066,medina,4.0,Positive,2015,Pre-COVID,Aug 2015,,"Written October 5, 2015",Positive,4,Joy,Not_mentioned,Neutral,Positive,Not_mentioned,Positive,"[""Navigation_difficulty""]",Not_mentioned,Yes,Not_mentioned,"[""worth seeing"", ""haggle"", ""amazing people"", ""get lost"", ""local guide""]"
6067,medina,5.0,Positive,2015,Pre-COVID,Sep 2015,Couples,"Written October 4, 2015",Negative,2,Frustration,Not_mentioned,Not_mentioned,Negative,Not_mentioned,Negative,"[""Aggressive_vendors""]",Not_mentioned,No,Not_mentioned,"[""bombarded"", ""offers"", ""aggressive"", ""out of depth"", ""comfort zone""]"
6068,medina,3.0,Neutral,2015,Pre-COVID,Oct 2015,Friends,"Written October 4, 2015",Negative,2,Anger,Negative,Negative,Negative,Not_mentioned,Negative,"[""Aggressive_vendors"", ""Scam"", ""Navigation_difficulty""]",Not_mentioned,No,Not_mentioned,"[""annoyed"", ""aggressive"", ""rude"", ""tricky people"", ""don't go""]"
6069,medina,5.0,Positive,2015,Pre-COVID,Sep 2015,Couples,"Written October 3, 2015",Positive,4,Joy,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Positive,"[""Getting_lost"", ""Overcrowding""]",Not_mentioned,Yes,Not_mentioned,"[""great opportunity"", ""different life"", ""must-see"", ""won't regret"", ""get lost""]"
6070,medina,4.0,Positive,2015,Pre-COVID,Sep 2015,Couples,"Written October 2, 2015",Positive,4,Joy,Not_mentioned,Positive,Neutral,Not_mentioned,Positive,"[""Navigation_difficulty""]",Cheap,Yes,Not_mentioned,"[""magic"", ""medieval ages"", ""attractions"", ""labyrinths"", ""bargain prices""]"
6071,medina,4.0,Positive,2015,Pre-COVID,Sep 2015,Couples,"Written October 1, 2015",Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""medinas"", ""souvenirs"", ""colours"", ""spices"", ""fascinating""]"
6072,medina,5.0,Positive,2015,Pre-COVID,Sep 2015,Friends,"Written October 1, 2015",Positive,4,Joy,Not_mentioned,Neutral,Not_mentioned,Not_mentioned,Positive,"[""High_prices"", ""Navigation_difficulty""]",Expensive,Yes,Yes,"[""great"", ""arts and crafts"", ""aromas"", ""haggle"", ""fabulous""]"
6073,medina,5.0,Positive,2015,Pre-COVID,Sep 2015,Couples,"Written October 1, 2015",Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""loved"", ""old buildings"", ""craftsmen"", ""gorgeous doors"", ""favorite place""]"
6074,medina,1.0,Negative,2015,Pre-COVID,Oct 2015,Friends,"Written October 1, 2015",Negative,1,Sadness,Not_mentioned,Not_mentioned,Negative,Not_mentioned,Negative,"[""Other""]",Not_mentioned,No,No,"[""upsetting"", ""horses"", ""animal cruelty"", ""awful"", ""go home""]"
6075,medina,5.0,Positive,2015,Pre-COVID,Jun 2015,,"Written September 30, 2015",Positive,4,Joy,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Positive,"[""Navigation_difficulty""]",Not_mentioned,Yes,Not_mentioned,"[""ramble"", ""get lost"", ""architecture"", ""market"", ""sights and sounds""]"
