row_id,vader_full,vader_trunc,bert_stars_full,bert_stars_trunc,bert_full,bert_trunc
7955,Positive,Positive,5,5,Positive,Positive
7956,Negative,Positive,2,4,Negative,Positive
7957,Negative,Negative,2,2,Negative,Negative
7958,Negative,Negative,2,2,Negative,Negative
7959,Positive,Positive,2,2,Negative,Negative
7960,Positive,Negative,3,3,Neutral,Neutral
7961,Negative,Negative,2,2,Negative,Negative
7962,Positive,Positive,5,5,Positive,Positive
7963,Neutral,Negative,3,3,Neutral,Neutral
7964,Positive,Negative,4,4,Positive,Positive
7965,Positive,Positive,4,4,Positive,Positive
7966,Positive,Positive,4,4,Positive,Positive
7967,Positive,Positive,4,4,Positive,Positive
7968,Positive,Positive,5,5,Positive,Positive
7969,Positive,Positive,5,5,Positive,Positive
7970,Positive,Positive,3,3,Neutral,Neutral
7971,Positive,Positive,3,3,Neutral,Neutral
7972,Positive,Positive,5,5,Positive,Positive
7973,Positive,Positive,5,5,Positive,Positive
7974,Positive,Positive,4,4,Positive,Positive
7975,Positive,Positive,5,5,Positive,Positive
7976,Positive,Positive,5,5,Positive,Positive
7977,Negative,Negative,1,1,Negative,Negative
7978,Positive,Positive,5,5,Positive,Positive
7979,Positive,Positive,5,5,Positive,Positive
7980,Negative,Negative,3,3,Neutral,Neutral
7981,Positive,Positive,5,5,Positive,Positive
7982,Neutral,Neutral,3,3,Neutral,Neutral
7983,Positive,Positive,4,4,Positive,Positive
7984,Positive,Positive,5,5,Positive,Positive
7985,Positive,Positive,4,4,Positive,Positive
7986,Positive,Positive,5,5,Positive,Positive
7987,Negative,Negative,5,5,Positive,Positive
7988,Positive,Positive,1,1,Negative,Negative
7989,Positive,Positive,5,5,Positive,Positive
7990,Negative,Negative,1,1,Negative,Negative
7991,Positive,Positive,3,3,Neutral,Neutral
7992,Positive,Positive,4,4,Positive,Positive
7993,Positive,Positive,4,4,Positive,Positive
7994,Negative,Negative,2,2,Negative,Negative
7995,Positive,Positive,5,5,Positive,Positive
7996,Positive,Positive,4,4,Positive,Positive
7997,Neutral,Neutral,5,5,Positive,Positive
7998,Positive,Positive,5,5,Positive,Positive
7999,Positive,Positive,4,4,Positive,Positive
8000,Positive,Positive,4,4,Positive,Positive
8001,Positive,Positive,5,5,Positive,Positive
8002,Positive,Positive,5,5,Positive,Positive
8003,Positive,Positive,5,5,Positive,Positive
8004,Positive,Negative,3,2,Neutral,Negative
8005,Negative,Negative,1,1,Negative,Negative
8006,Positive,Positive,5,5,Positive,Positive
8007,Positive,Positive,5,5,Positive,Positive
8008,Positive,Positive,4,2,Positive,Negative
8009,Positive,Positive,4,4,Positive,Positive
8010,Positive,Positive,5,5,Positive,Positive
8011,Positive,Positive,2,2,Negative,Negative
8012,Positive,Positive,4,4,Positive,Positive
8013,Positive,Positive,4,4,Positive,Positive
8014,Positive,Positive,5,5,Positive,Positive
8015,Positive,Positive,4,4,Positive,Positive
8016,Neutral,Neutral,5,5,Positive,Positive
8017,Positive,Positive,5,5,Positive,Positive
8018,Positive,Positive,3,3,Neutral,Neutral
8019,Positive,Positive,5,5,Positive,Positive
8020,Positive,Positive,4,4,Positive,Positive
8021,Positive,Positive,5,5,Positive,Positive
8022,Positive,Negative,4,4,Positive,Positive
8023,Positive,Positive,4,4,Positive,Positive
8024,Positive,Neutral,2,2,Negative,Negative
8025,Positive,Positive,5,5,Positive,Positive
8026,Positive,Positive,5,5,Positive,Positive
8027,Positive,Positive,4,4,Positive,Positive
8028,Positive,Positive,4,4,Positive,Positive
8029,Negative,Negative,2,2,Negative,Negative
8030,Positive,Positive,4,4,Positive,Positive
8031,Positive,Positive,3,3,Neutral,Neutral
8032,Neutral,Neutral,4,4,Positive,Positive
8033,Positive,Positive,4,4,Positive,Positive
8034,Negative,Negative,5,5,Positive,Positive
8035,Positive,Positive,5,5,Positive,Positive
8036,Positive,Positive,4,4,Positive,Positive
8037,Positive,Positive,5,5,Positive,Positive
8038,Positive,Positive,4,4,Positive,Positive
8039,Positive,Positive,4,5,Positive,Positive
8040,Positive,Positive,5,5,Positive,Positive
8041,Positive,Positive,4,5,Positive,Positive
8042,Positive,Positive,3,3,Neutral,Neutral
8043,Negative,Negative,4,4,Positive,Positive
8044,Positive,Positive,5,5,Positive,Positive
8045,Positive,Negative,3,3,Neutral,Neutral
8046,Positive,Positive,5,5,Positive,Positive
8047,Positive,Positive,3,3,Neutral,Neutral
8048,Negative,Negative,2,2,Negative,Negative
8049,Positive,Positive,5,5,Positive,Positive
8050,Positive,Positive,5,5,Positive,Positive
8051,Positive,Positive,3,3,Neutral,Neutral
8052,Positive,Positive,5,5,Positive,Positive
8053,Positive,Positive,3,3,Neutral,Neutral
8054,Negative,Positive,1,5,Negative,Positive
8055,Positive,Positive,2,2,Negative,Negative
8056,Positive,Positive,3,3,Neutral,Neutral
8057,Positive,Positive,5,5,Positive,Positive
8058,Positive,Positive,4,4,Positive,Positive
8059,Positive,Positive,4,4,Positive,Positive
8060,Positive,Positive,4,4,Positive,Positive
8061,Negative,Negative,1,1,Negative,Negative
8062,Positive,Positive,4,4,Positive,Positive
8063,Negative,Negative,4,4,Positive,Positive
8064,Positive,Positive,4,4,Positive,Positive
8065,Positive,Positive,4,4,Positive,Positive
8066,Positive,Positive,4,4,Positive,Positive
8067,Positive,Positive,5,5,Positive,Positive
8068,Positive,Positive,3,3,Neutral,Neutral
8069,Positive,Positive,4,4,Positive,Positive
8070,Positive,Positive,2,2,Negative,Negative
8071,Positive,Positive,4,4,Positive,Positive
8072,Positive,Positive,3,3,Neutral,Neutral
8073,Positive,Positive,5,5,Positive,Positive
8074,Positive,Positive,5,5,Positive,Positive
8075,Positive,Positive,3,3,Neutral,Neutral
8076,Positive,Positive,4,4,Positive,Positive
8077,Positive,Positive,5,5,Positive,Positive
8078,Positive,Positive,5,5,Positive,Positive
8079,Positive,Positive,5,5,Positive,Positive
8080,Positive,Positive,5,5,Positive,Positive
8081,Negative,Negative,3,3,Neutral,Neutral
8082,Negative,Negative,5,5,Positive,Positive
8083,Positive,Positive,4,4,Positive,Positive
8084,Positive,Positive,4,4,Positive,Positive
8085,Positive,Positive,5,5,Positive,Positive
8086,Positive,Positive,5,5,Positive,Positive
8087,Positive,Positive,4,4,Positive,Positive
8088,Positive,Positive,4,4,Positive,Positive
8089,Positive,Positive,4,4,Positive,Positive
8090,Positive,Positive,2,2,Negative,Negative
8091,Positive,Positive,5,5,Positive,Positive
8092,Positive,Positive,4,4,Positive,Positive
8093,Positive,Positive,5,5,Positive,Positive
8094,Positive,Positive,5,5,Positive,Positive
8095,Positive,Positive,5,5,Positive,Positive
8096,Positive,Positive,3,3,Neutral,Neutral
8097,Positive,Positive,5,5,Positive,Positive
8098,Positive,Positive,4,1,Positive,Negative
8099,Positive,Positive,5,5,Positive,Positive
8100,Positive,Positive,4,4,Positive,Positive
8101,Positive,Positive,4,4,Positive,Positive
8102,Positive,Positive,4,4,Positive,Positive
8103,Positive,Positive,4,5,Positive,Positive
8104,Positive,Positive,5,5,Positive,Positive
8105,Positive,Positive,5,5,Positive,Positive
8106,Positive,Positive,4,4,Positive,Positive
8107,Positive,Positive,5,5,Positive,Positive
8108,Positive,Positive,5,5,Positive,Positive
8109,Positive,Positive,4,4,Positive,Positive
8110,Negative,Negative,2,2,Negative,Negative
8111,Positive,Positive,4,4,Positive,Positive
8112,Positive,Positive,4,4,Positive,Positive
8113,Positive,Positive,3,3,Neutral,Neutral
8114,Negative,Negative,5,5,Positive,Positive
8115,Positive,Positive,4,4,Positive,Positive
8116,Positive,Positive,4,5,Positive,Positive
8117,Positive,Positive,2,2,Negative,Negative
8118,Positive,Positive,4,4,Positive,Positive
8119,Positive,Negative,4,3,Positive,Neutral
8120,Positive,Positive,5,5,Positive,Positive
8121,Positive,Positive,5,5,Positive,Positive
8122,Positive,Positive,5,5,Positive,Positive
8123,Positive,Positive,4,4,Positive,Positive
8124,Positive,Positive,4,4,Positive,Positive
8125,Positive,Positive,4,4,Positive,Positive
8126,Positive,Positive,3,3,Neutral,Neutral
8127,Negative,Negative,4,4,Positive,Positive
8128,Negative,Negative,1,1,Negative,Negative
8129,Positive,Positive,4,4,Positive,Positive
8130,Negative,Negative,3,3,Neutral,Neutral
8131,Positive,Positive,5,5,Positive,Positive
8132,Positive,Positive,5,5,Positive,Positive
8133,Positive,Positive,4,4,Positive,Positive
8134,Positive,Positive,4,4,Positive,Positive
8135,Positive,Positive,3,3,Neutral,Neutral
8136,Positive,Positive,5,5,Positive,Positive
8137,Neutral,Neutral,4,4,Positive,Positive
8138,Positive,Positive,5,5,Positive,Positive
8139,Positive,Positive,5,5,Positive,Positive
8140,Positive,Positive,5,5,Positive,Positive
8141,Positive,Positive,4,4,Positive,Positive
8142,Positive,Positive,2,2,Negative,Negative
8143,Negative,Negative,5,5,Positive,Positive
8144,Positive,Positive,4,4,Positive,Positive
8145,Positive,Positive,4,4,Positive,Positive
8146,Positive,Positive,5,5,Positive,Positive
8147,Positive,Positive,4,4,Positive,Positive
8148,Positive,Positive,1,1,Negative,Negative
8149,Positive,Positive,5,5,Positive,Positive
8150,Positive,Positive,5,5,Positive,Positive
8151,Positive,Positive,5,4,Positive,Positive
8152,Positive,Positive,4,4,Positive,Positive
8153,Negative,Negative,5,5,Positive,Positive
8154,Positive,Positive,3,4,Neutral,Positive
8155,Positive,Positive,4,4,Positive,Positive
8156,Positive,Positive,4,4,Positive,Positive
8157,Negative,Negative,2,3,Negative,Neutral
8158,Positive,Positive,4,4,Positive,Positive
8159,Positive,Positive,3,2,Neutral,Negative
8160,Positive,Positive,5,5,Positive,Positive
8161,Positive,Positive,5,5,Positive,Positive
8162,Neutral,Neutral,4,4,Positive,Positive
8163,Negative,Negative,2,2,Negative,Negative
8164,Negative,Negative,2,2,Negative,Negative
8165,Positive,Positive,5,5,Positive,Positive
8166,Positive,Negative,1,2,Negative,Negative
8167,Positive,Positive,5,5,Positive,Positive
8168,Positive,Positive,5,5,Positive,Positive
8169,Negative,Negative,3,3,Neutral,Neutral
8170,Positive,Positive,4,4,Positive,Positive
8171,Positive,Positive,2,2,Negative,Negative
8172,Positive,Positive,4,4,Positive,Positive
8173,Positive,Positive,5,5,Positive,Positive
8174,Positive,Positive,4,4,Positive,Positive
8175,Positive,Negative,1,1,Negative,Negative
8176,Neutral,Neutral,4,4,Positive,Positive
8177,Neutral,Neutral,5,5,Positive,Positive
8178,Positive,Positive,5,5,Positive,Positive
8179,Positive,Negative,5,5,Positive,Positive
8180,Positive,Positive,4,4,Positive,Positive
8181,Negative,Negative,4,4,Positive,Positive
8182,Positive,Positive,4,4,Positive,Positive
8183,Negative,Negative,2,2,Negative,Negative
8184,Positive,Positive,5,5,Positive,Positive
8185,Positive,Positive,4,4,Positive,Positive
8186,Positive,Positive,1,1,Negative,Negative
8187,Positive,Positive,4,4,Positive,Positive
8188,Positive,Positive,5,5,Positive,Positive
8189,Negative,Negative,4,4,Positive,Positive
8190,Neutral,Neutral,3,3,Neutral,Neutral
8191,Positive,Positive,4,4,Positive,Positive
8192,Negative,Negative,2,1,Negative,Negative
8193,Positive,Positive,5,5,Positive,Positive
8194,Positive,Positive,4,4,Positive,Positive
8195,Positive,Positive,4,4,Positive,Positive
8196,Positive,Positive,4,4,Positive,Positive
8197,Neutral,Neutral,4,4,Positive,Positive
8198,Positive,Negative,5,5,Positive,Positive
8199,Positive,Positive,5,5,Positive,Positive
8200,Positive,Positive,5,5,Positive,Positive
8201,Positive,Positive,5,5,Positive,Positive
8202,Positive,Positive,4,4,Positive,Positive
8203,Neutral,Neutral,5,5,Positive,Positive
8204,Negative,Negative,4,4,Positive,Positive
8205,Positive,Positive,4,4,Positive,Positive
8206,Positive,Positive,4,4,Positive,Positive
8207,Negative,Negative,4,4,Positive,Positive
8208,Positive,Positive,5,5,Positive,Positive
8209,Positive,Positive,4,4,Positive,Positive
8210,Negative,Positive,2,2,Negative,Negative
8211,Positive,Positive,5,5,Positive,Positive
8212,Positive,Positive,5,5,Positive,Positive
8213,Positive,Positive,4,4,Positive,Positive
8214,Positive,Positive,3,3,Neutral,Neutral
8215,Positive,Positive,5,5,Positive,Positive
8216,Positive,Positive,2,2,Negative,Negative
8217,Positive,Positive,4,4,Positive,Positive
8218,Negative,Negative,5,5,Positive,Positive
8219,Positive,Positive,5,5,Positive,Positive
8220,Negative,Negative,4,4,Positive,Positive
8221,Positive,Positive,3,3,Neutral,Neutral
8222,Negative,Negative,3,3,Neutral,Neutral
8223,Positive,Positive,4,4,Positive,Positive
8224,Positive,Positive,5,5,Positive,Positive
8225,Positive,Positive,4,5,Positive,Positive
8226,Positive,Positive,5,4,Positive,Positive
8227,Positive,Positive,5,5,Positive,Positive
8228,Positive,Positive,4,4,Positive,Positive
8229,Negative,Negative,2,2,Negative,Negative
8230,Negative,Negative,3,3,Neutral,Neutral
8231,Negative,Negative,4,4,Positive,Positive
8232,Positive,Positive,4,4,Positive,Positive
8233,Positive,Positive,5,5,Positive,Positive
8234,Positive,Positive,4,4,Positive,Positive
8235,Positive,Negative,2,2,Negative,Negative
8236,Negative,Negative,3,3,Neutral,Neutral
8237,Positive,Positive,5,4,Positive,Positive
8238,Positive,Positive,4,4,Positive,Positive
8239,Positive,Positive,4,4,Positive,Positive
8240,Positive,Positive,4,4,Positive,Positive
8241,Positive,Positive,5,5,Positive,Positive
8242,Positive,Positive,5,5,Positive,Positive
8243,Negative,Negative,4,4,Positive,Positive
8244,Positive,Positive,5,5,Positive,Positive
8245,Negative,Negative,2,2,Negative,Negative
8246,Positive,Positive,5,5,Positive,Positive
8247,Positive,Positive,4,4,Positive,Positive
8248,Positive,Positive,5,3,Positive,Neutral
8249,Positive,Positive,4,4,Positive,Positive
8250,Negative,Negative,2,2,Negative,Negative
8251,Negative,Negative,4,4,Positive,Positive
8252,Positive,Positive,4,4,Positive,Positive
8253,Positive,Positive,2,2,Negative,Negative
8254,Positive,Positive,5,5,Positive,Positive
8255,Positive,Positive,5,5,Positive,Positive
8256,Positive,Positive,5,5,Positive,Positive
8257,Positive,Positive,4,5,Positive,Positive
8258,Positive,Positive,5,5,Positive,Positive
8259,Positive,Positive,5,5,Positive,Positive
8260,Positive,Positive,5,5,Positive,Positive
8261,Neutral,Neutral,3,3,Neutral,Neutral
8262,Negative,Negative,2,2,Negative,Negative
8263,Positive,Positive,5,5,Positive,Positive
8264,Negative,Negative,2,2,Negative,Negative
8265,Positive,Positive,5,5,Positive,Positive
8266,Positive,Positive,5,5,Positive,Positive
8267,Positive,Positive,5,5,Positive,Positive
8268,Positive,Positive,5,5,Positive,Positive
8269,Positive,Positive,3,3,Neutral,Neutral
8270,Positive,Positive,4,4,Positive,Positive
8271,Positive,Positive,4,4,Positive,Positive
8272,Positive,Positive,5,5,Positive,Positive
8273,Positive,Positive,5,5,Positive,Positive
8274,Positive,Positive,4,4,Positive,Positive
8275,Positive,Positive,5,5,Positive,Positive
8276,Positive,Positive,4,4,Positive,Positive
8277,Negative,Negative,5,5,Positive,Positive
8278,Neutral,Neutral,5,5,Positive,Positive
8279,Positive,Positive,5,5,Positive,Positive
8280,Positive,Positive,5,5,Positive,Positive
8281,Positive,Positive,3,3,Neutral,Neutral
8282,Positive,Positive,5,5,Positive,Positive
8283,Positive,Positive,5,5,Positive,Positive
8284,Positive,Positive,2,2,Negative,Negative
8285,Positive,Positive,5,5,Positive,Positive
8286,Positive,Positive,3,3,Neutral,Neutral
8287,Positive,Positive,5,5,Positive,Positive
8288,Positive,Positive,3,3,Neutral,Neutral
8289,Negative,Negative,3,3,Neutral,Neutral
8290,Positive,Positive,5,5,Positive,Positive
8291,Positive,Positive,4,4,Positive,Positive
8292,Positive,Positive,4,4,Positive,Positive
8293,Positive,Positive,3,3,Neutral,Neutral
8294,Positive,Positive,3,3,Neutral,Neutral
8295,Neutral,Neutral,5,5,Positive,Positive
8296,Positive,Positive,5,5,Positive,Positive
8297,Positive,Positive,1,1,Negative,Negative
8298,Positive,Positive,5,5,Positive,Positive
8299,Positive,Positive,4,4,Positive,Positive
8300,Positive,Positive,5,5,Positive,Positive
8301,Positive,Positive,5,5,Positive,Positive
8302,Negative,Negative,1,1,Negative,Negative
8303,Positive,Positive,4,4,Positive,Positive
8304,Positive,Positive,5,5,Positive,Positive
8305,Positive,Positive,4,4,Positive,Positive
8306,Positive,Positive,5,5,Positive,Positive
8307,Negative,Negative,2,1,Negative,Negative
8308,Positive,Positive,5,5,Positive,Positive
8309,Positive,Positive,4,4,Positive,Positive
8310,Positive,Positive,4,4,Positive,Positive
8311,Positive,Positive,3,3,Neutral,Neutral
8312,Positive,Positive,4,4,Positive,Positive
8313,Negative,Negative,5,5,Positive,Positive
8314,Neutral,Neutral,4,4,Positive,Positive
8315,Negative,Negative,2,2,Negative,Negative
8316,Positive,Positive,4,4,Positive,Positive
8317,Positive,Positive,5,5,Positive,Positive
8318,Neutral,Neutral,5,5,Positive,Positive
8319,Positive,Positive,4,4,Positive,Positive
8320,Positive,Positive,5,5,Positive,Positive
8321,Positive,Positive,4,4,Positive,Positive
8322,Positive,Positive,5,5,Positive,Positive
8323,Positive,Positive,5,5,Positive,Positive
8324,Positive,Positive,4,4,Positive,Positive
8325,Positive,Positive,4,4,Positive,Positive
8326,Positive,Positive,5,5,Positive,Positive
8327,Positive,Positive,5,5,Positive,Positive
8328,Positive,Positive,5,5,Positive,Positive
8329,Positive,Positive,5,5,Positive,Positive
8330,Positive,Positive,4,4,Positive,Positive
8331,Positive,Positive,3,3,Neutral,Neutral
8332,Positive,Positive,5,5,Positive,Positive
8333,Positive,Positive,3,3,Neutral,Neutral
8334,Positive,Positive,5,5,Positive,Positive
8335,Positive,Negative,3,2,Neutral,Negative
8336,Positive,Positive,4,4,Positive,Positive
8337,Positive,Positive,3,3,Neutral,Neutral
8338,Positive,Positive,4,4,Positive,Positive
8339,Positive,Positive,3,3,Neutral,Neutral
8340,Positive,Positive,5,4,Positive,Positive
8341,Positive,Positive,4,4,Positive,Positive
8342,Neutral,Neutral,4,4,Positive,Positive
8343,Positive,Positive,5,5,Positive,Positive
8344,Positive,Positive,3,3,Neutral,Neutral
8345,Positive,Positive,3,1,Neutral,Negative
8346,Positive,Positive,5,5,Positive,Positive
8347,Positive,Positive,5,5,Positive,Positive
8348,Positive,Positive,4,4,Positive,Positive
8349,Positive,Positive,3,3,Neutral,Neutral
8350,Positive,Positive,5,5,Positive,Positive
8351,Positive,Positive,5,5,Positive,Positive
8352,Negative,Negative,4,4,Positive,Positive
8353,Positive,Positive,5,5,Positive,Positive
8354,Positive,Positive,5,5,Positive,Positive
8355,Positive,Positive,4,4,Positive,Positive
8356,Positive,Positive,5,5,Positive,Positive
8357,Positive,Positive,2,2,Negative,Negative
8358,Positive,Positive,3,3,Neutral,Neutral
8359,Positive,Positive,5,5,Positive,Positive
8360,Positive,Positive,5,5,Positive,Positive
8361,Positive,Positive,4,4,Positive,Positive
8362,Positive,Positive,5,5,Positive,Positive
8363,Positive,Positive,5,5,Positive,Positive
8364,Positive,Positive,5,5,Positive,Positive
8365,Positive,Positive,4,4,Positive,Positive
8366,Positive,Positive,4,4,Positive,Positive
8367,Positive,Positive,5,5,Positive,Positive
8368,Positive,Positive,4,4,Positive,Positive
8369,Positive,Positive,5,5,Positive,Positive
8370,Positive,Positive,5,5,Positive,Positive
8371,Positive,Positive,5,5,Positive,Positive
8372,Positive,Positive,4,4,Positive,Positive
8373,Negative,Negative,2,2,Negative,Negative
8374,Positive,Positive,4,4,Positive,Positive
8375,Positive,Positive,4,4,Positive,Positive
8376,Positive,Positive,3,3,Neutral,Neutral
8377,Positive,Positive,5,5,Positive,Positive
8378,Positive,Positive,4,4,Positive,Positive
8379,Positive,Positive,3,2,Neutral,Negative
8380,Positive,Positive,4,4,Positive,Positive
8381,Neutral,Neutral,5,5,Positive,Positive
8382,Positive,Positive,5,5,Positive,Positive
8383,Positive,Positive,2,2,Negative,Negative
8384,Positive,Positive,4,4,Positive,Positive
8385,Positive,Positive,5,5,Positive,Positive
8386,Positive,Positive,5,5,Positive,Positive
8387,Positive,Positive,5,5,Positive,Positive
8388,Positive,Positive,5,5,Positive,Positive
8389,Negative,Negative,2,2,Negative,Negative
8390,Positive,Positive,5,5,Positive,Positive
8391,Positive,Positive,4,4,Positive,Positive
8392,Positive,Positive,5,5,Positive,Positive
8393,Positive,Positive,5,5,Positive,Positive
8394,Positive,Positive,3,3,Neutral,Neutral
8395,Positive,Positive,5,5,Positive,Positive
8396,Positive,Positive,4,4,Positive,Positive
8397,Positive,Positive,3,3,Neutral,Neutral
8398,Positive,Positive,5,5,Positive,Positive
8399,Positive,Negative,5,4,Positive,Positive
8400,Positive,Positive,5,5,Positive,Positive
8401,Positive,Positive,4,4,Positive,Positive
8402,Negative,Negative,5,5,Positive,Positive
8403,Positive,Positive,5,5,Positive,Positive
8404,Positive,Positive,4,4,Positive,Positive
8405,Positive,Positive,5,5,Positive,Positive
8406,Negative,Negative,4,4,Positive,Positive
8407,Positive,Positive,5,5,Positive,Positive
8408,Positive,Positive,3,3,Neutral,Neutral
8409,Positive,Positive,5,5,Positive,Positive
8410,Positive,Positive,5,5,Positive,Positive
8411,Positive,Positive,5,5,Positive,Positive
8412,Positive,Positive,5,5,Positive,Positive
8413,Positive,Positive,5,2,Positive,Negative
8414,Negative,Positive,1,1,Negative,Negative
8415,Negative,Negative,2,1,Negative,Negative
8416,Neutral,Neutral,2,2,Negative,Negative
8417,Positive,Positive,4,4,Positive,Positive
8418,Negative,Negative,5,5,Positive,Positive
8419,Positive,Positive,3,3,Neutral,Neutral
8420,Positive,Positive,5,5,Positive,Positive
8421,Negative,Positive,4,3,Positive,Neutral
8422,Positive,Positive,4,4,Positive,Positive
8423,Positive,Positive,5,5,Positive,Positive
8424,Negative,Negative,3,3,Neutral,Neutral
8425,Positive,Positive,2,2,Negative,Negative
8426,Positive,Positive,5,5,Positive,Positive
8427,Negative,Negative,5,5,Positive,Positive
8428,Positive,Positive,2,2,Negative,Negative
8429,Negative,Negative,3,3,Neutral,Neutral
8430,Positive,Positive,2,2,Negative,Negative
8431,Positive,Positive,4,4,Positive,Positive
8432,Positive,Positive,5,5,Positive,Positive
8433,Positive,Positive,4,4,Positive,Positive
8434,Positive,Positive,1,1,Negative,Negative
8435,Positive,Positive,5,5,Positive,Positive
8436,Positive,Positive,4,4,Positive,Positive
8437,Negative,Negative,5,5,Positive,Positive
8438,Negative,Negative,5,5,Positive,Positive
8439,Positive,Positive,3,3,Neutral,Neutral
8440,Positive,Positive,4,4,Positive,Positive
8441,Positive,Positive,4,4,Positive,Positive
8442,Negative,Negative,2,2,Negative,Negative
8443,Positive,Positive,5,5,Positive,Positive
8444,Positive,Positive,3,3,Neutral,Neutral
8445,Positive,Negative,5,5,Positive,Positive
8446,Positive,Positive,4,2,Positive,Negative
8447,Positive,Positive,5,5,Positive,Positive
8448,Negative,Negative,2,2,Negative,Negative
8449,Positive,Positive,1,1,Negative,Negative
8450,Positive,Positive,4,4,Positive,Positive
8451,Positive,Positive,4,4,Positive,Positive
8452,Positive,Positive,4,4,Positive,Positive
8453,Positive,Positive,5,5,Positive,Positive
8454,Positive,Positive,5,5,Positive,Positive
8455,Neutral,Neutral,5,5,Positive,Positive
8456,Positive,Negative,5,5,Positive,Positive
8457,Positive,Positive,5,5,Positive,Positive
8458,Positive,Positive,1,1,Negative,Negative
8459,Positive,Positive,4,4,Positive,Positive
8460,Positive,Positive,3,3,Neutral,Neutral
8461,Positive,Positive,5,5,Positive,Positive
8462,Positive,Positive,5,5,Positive,Positive
8463,Positive,Positive,5,5,Positive,Positive
8464,Positive,Positive,5,5,Positive,Positive
8465,Positive,Positive,4,4,Positive,Positive
8466,Positive,Positive,4,4,Positive,Positive
8467,Positive,Positive,5,5,Positive,Positive
8468,Positive,Positive,1,1,Negative,Negative
8469,Positive,Positive,2,2,Negative,Negative
8470,Positive,Positive,4,4,Positive,Positive
8471,Positive,Positive,5,5,Positive,Positive
8472,Positive,Positive,5,5,Positive,Positive
8473,Positive,Positive,4,4,Positive,Positive
8474,Positive,Positive,5,5,Positive,Positive
8475,Positive,Positive,5,5,Positive,Positive
8476,Negative,Negative,2,2,Negative,Negative
8477,Negative,Positive,2,2,Negative,Negative
8478,Positive,Positive,2,2,Negative,Negative
8479,Negative,Negative,2,2,Negative,Negative
8480,Positive,Positive,4,4,Positive,Positive
8481,Negative,Negative,2,2,Negative,Negative
8482,Positive,Positive,5,5,Positive,Positive
8483,Negative,Positive,2,1,Negative,Negative
8484,Positive,Positive,4,4,Positive,Positive
8485,Positive,Positive,5,5,Positive,Positive
8486,Positive,Positive,5,5,Positive,Positive
8487,Positive,Positive,3,3,Neutral,Neutral
8488,Positive,Positive,4,4,Positive,Positive
8489,Neutral,Neutral,2,2,Negative,Negative
8490,Positive,Positive,4,4,Positive,Positive
8491,Positive,Positive,5,5,Positive,Positive
8492,Positive,Positive,5,5,Positive,Positive
8493,Positive,Positive,5,5,Positive,Positive
8494,Negative,Negative,4,4,Positive,Positive
8495,Neutral,Neutral,5,5,Positive,Positive
8496,Positive,Positive,4,4,Positive,Positive
8497,Positive,Positive,4,4,Positive,Positive
8498,Positive,Positive,5,5,Positive,Positive
8499,Neutral,Neutral,5,5,Positive,Positive
8500,Positive,Positive,3,2,Neutral,Negative
8501,Positive,Positive,4,4,Positive,Positive
8502,Negative,Negative,2,2,Negative,Negative
8503,Positive,Positive,5,5,Positive,Positive
8504,Positive,Positive,5,5,Positive,Positive
8505,Negative,Negative,5,5,Positive,Positive
8506,Negative,Negative,4,4,Positive,Positive
8507,Negative,Negative,3,3,Neutral,Neutral
8508,Positive,Positive,5,5,Positive,Positive
8509,Positive,Positive,5,5,Positive,Positive
8510,Positive,Positive,5,5,Positive,Positive
8511,Positive,Positive,5,5,Positive,Positive
8512,Positive,Positive,5,5,Positive,Positive
8513,Negative,Negative,1,1,Negative,Negative
8514,Positive,Positive,5,5,Positive,Positive
8515,Negative,Negative,1,1,Negative,Negative
8516,Positive,Positive,5,5,Positive,Positive
8517,Positive,Positive,4,4,Positive,Positive
8518,Positive,Positive,5,5,Positive,Positive
8519,Positive,Positive,5,5,Positive,Positive
8520,Positive,Positive,4,4,Positive,Positive
8521,Positive,Positive,5,5,Positive,Positive
8522,Positive,Positive,3,3,Neutral,Neutral
8523,Positive,Negative,4,4,Positive,Positive
8524,Positive,Positive,5,5,Positive,Positive
8525,Positive,Positive,3,3,Neutral,Neutral
8526,Negative,Negative,2,3,Negative,Neutral
8527,Positive,Positive,4,4,Positive,Positive
8528,Positive,Positive,5,5,Positive,Positive
8529,Negative,Negative,5,5,Positive,Positive
8530,Positive,Positive,5,5,Positive,Positive
8531,Positive,Positive,5,5,Positive,Positive
8532,Positive,Positive,4,4,Positive,Positive
8533,Positive,Positive,5,5,Positive,Positive
8534,Positive,Positive,5,5,Positive,Positive
8535,Positive,Positive,4,4,Positive,Positive
8536,Neutral,Neutral,5,5,Positive,Positive
8537,Positive,Positive,4,4,Positive,Positive
8538,Positive,Positive,3,3,Neutral,Neutral
8539,Negative,Negative,2,2,Negative,Negative
8540,Positive,Negative,1,1,Negative,Negative
8541,Negative,Negative,5,5,Positive,Positive
8542,Positive,Positive,5,5,Positive,Positive
8543,Positive,Positive,4,4,Positive,Positive
8544,Positive,Positive,3,3,Neutral,Neutral
8545,Neutral,Neutral,5,5,Positive,Positive
8546,Positive,Positive,5,5,Positive,Positive
8547,Negative,Negative,1,1,Negative,Negative
8548,Positive,Positive,3,3,Neutral,Neutral
8549,Positive,Positive,4,4,Positive,Positive
8550,Positive,Positive,5,5,Positive,Positive
8551,Positive,Positive,5,5,Positive,Positive
8552,Positive,Positive,4,4,Positive,Positive
