row_id,A1_sentiment,A1_score,A1_emotion,A1_asp_safety,A1_asp_pricing,A1_asp_service,A1_asp_cleanliness,A1_asp_atmosphere,A1_p_Aggressive_vendors,A1_p_Navigation_difficulty,A1_p_Getting_lost,A1_p_Bad_smell,A1_p_Overcrowding,A1_p_Poor_condition,A1_p_High_prices,A1_p_Scam,A1_p_Safety,A1_p_Other,A1_price_perception,A1_recommendation,A1_revisit,A2_sentiment,A2_score,A2_emotion,A2_asp_safety,A2_asp_pricing,A2_asp_service,A2_asp_cleanliness,A2_asp_atmosphere,A2_p_Aggressive_vendors,A2_p_Navigation_difficulty,A2_p_Getting_lost,A2_p_Bad_smell,A2_p_Overcrowding,A2_p_Poor_condition,A2_p_High_prices,A2_p_Scam,A2_p_Safety,A2_p_Other,A2_price_perception,A2_recommendation,A2_revisit
4354,Negative,1,Fear,Negative,Not_mentioned,Not_mentioned,Negative,Negative,1,1,0,0,1,1,0,1,1,0,Not_mentioned,No,Not_mentioned,Negative,1,Fear,Negative,Not_mentioned,Negative,Negative,Negative,1,1,0,0,1,0,0,1,1,1,Not_mentioned,No,Not_mentioned
11472,Negative,2,Frustration,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Negative,0,0,0,0,0,0,0,0,0,1,Not_mentioned,Not_mentioned,Not_mentioned,Negative,2,Frustration,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Negative,0,0,0,0,0,0,0,0,0,1,Not_mentioned,Not_mentioned,Not_mentioned
14835,Negative,2,Frustration,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,0,0,0,0,0,0,0,0,0,1,Not_mentioned,No,Not_mentioned,Negative,2,Frustration,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned
4409,Neutral,3,Neutral,Not_mentioned,Negative,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,1,1,0,0,Expensive,Not_mentioned,Not_mentioned,Neutral,3,Frustration,Not_mentioned,Negative,Negative,Not_mentioned,Positive,0,0,0,0,0,0,1,1,0,0,Expensive,No,Not_mentioned
1145,Negative,2,Sadness,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,0,0,0,0,0,0,0,0,0,1,Not_mentioned,Not_mentioned,Not_mentioned,Negative,2,Sadness,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,0,0,0,0,0,0,0,0,0,1,Not_mentioned,Not_mentioned,Not_mentioned
8522,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,1,1,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,1,1,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned
4831,Negative,2,Disgust,Not_mentioned,Not_mentioned,Not_mentioned,Negative,Negative,0,0,0,1,0,0,0,0,0,1,Not_mentioned,Not_mentioned,Not_mentioned,Negative,2,Disgust,Not_mentioned,Not_mentioned,Not_mentioned,Negative,Negative,0,0,0,1,0,0,0,0,0,1,Not_mentioned,Not_mentioned,Not_mentioned
489,Neutral,3,Neutral,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,0,0,0,0,1,0,0,0,1,0,Not_mentioned,Not_mentioned,Not_mentioned,Negative,2,Other,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Negative,0,0,0,0,1,0,0,0,1,1,Not_mentioned,Not_mentioned,Not_mentioned
8942,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,1,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,1,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned
8766,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,1,0,Not_mentioned,Yes,Not_mentioned,Positive,4,Joy,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,1,0,Not_mentioned,Not_mentioned,Not_mentioned
11710,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Positive,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Yes,Not_mentioned,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned
5007,Positive,4,Joy,Not_mentioned,Negative,Not_mentioned,Not_mentioned,Positive,0,0,1,0,0,0,1,1,0,0,Expensive,Yes,Not_mentioned,Positive,4,Surprise,Not_mentioned,Negative,Negative,Not_mentioned,Neutral,0,1,1,0,0,0,1,1,0,0,Expensive,Yes,Not_mentioned
1028,Negative,1,Disgust,Not_mentioned,Negative,Negative,Negative,Negative,0,0,0,1,0,1,1,1,0,0,Expensive,No,Not_mentioned,Negative,1,Disgust,Not_mentioned,Negative,Negative,Negative,Negative,0,0,0,1,0,0,1,1,0,1,Expensive,No,Not_mentioned
108,Negative,1,Sadness,Not_mentioned,Not_mentioned,Not_mentioned,Negative,Not_mentioned,0,0,0,1,0,0,0,0,0,1,Not_mentioned,Not_mentioned,Not_mentioned,Negative,1,Sadness,Not_mentioned,Not_mentioned,Not_mentioned,Negative,Negative,0,0,0,1,0,0,0,0,0,1,Not_mentioned,Not_mentioned,Not_mentioned
6708,Neutral,3,Fear,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,1,0,Not_mentioned,Yes,Not_mentioned,Neutral,3,Fear,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,0,0,0,0,0,0,0,0,1,0,Not_mentioned,Yes,Not_mentioned
9740,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned
9463,Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,0,0,0,0,0,0,0,0,0,1,Not_mentioned,Not_mentioned,Not_mentioned,Positive,4,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,1,Not_mentioned,Not_mentioned,Not_mentioned
5845,Negative,2,Frustration,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,1,0,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned,Negative,2,Frustration,Not_mentioned,Not_mentioned,Negative,Not_mentioned,Negative,1,0,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned
947,Negative,2,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Negative,Neutral,0,0,0,0,0,1,0,0,0,0,Not_mentioned,Yes,Not_mentioned,Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Negative,Negative,0,0,0,0,0,0,0,0,0,1,Not_mentioned,Yes,Not_mentioned
2810,Positive,4,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,1,0,0,Fair,Yes,Not_mentioned,Positive,5,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Fair,Yes,Not_mentioned
9112,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Positive,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned,Positive,5,Joy,Not_mentioned,Not_mentioned,Positive,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned
6998,Neutral,3,Neutral,Positive,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,0,0,0,1,0,1,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,3,Surprise,Positive,Not_mentioned,Not_mentioned,Not_mentioned,Negative,0,0,0,0,0,0,0,0,0,1,Not_mentioned,Not_mentioned,Not_mentioned
12901,Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,0,0,0,0,0,1,0,0,0,0,Not_mentioned,Yes,Not_mentioned,Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,0,0,0,0,0,1,0,0,0,0,Not_mentioned,Yes,Not_mentioned
10333,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Yes,Not_mentioned,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Yes,Not_mentioned
11644,Negative,2,Neutral,Not_mentioned,Negative,Not_mentioned,Not_mentioned,Not_mentioned,0,0,0,0,0,0,1,0,0,0,Expensive,No,Not_mentioned,Negative,2,Frustration,Not_mentioned,Negative,Not_mentioned,Not_mentioned,Negative,0,0,0,0,0,0,1,0,0,0,Expensive,No,Not_mentioned
942,Negative,2,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Negative,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,No,Negative,2,Other,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Negative,0,0,0,0,0,0,0,0,0,1,Not_mentioned,Not_mentioned,No
2577,Negative,2,Frustration,Not_mentioned,Not_mentioned,Not_mentioned,Negative,Negative,0,0,0,0,1,1,0,0,1,0,Not_mentioned,Not_mentioned,Not_mentioned,Negative,2,Frustration,Negative,Not_mentioned,Not_mentioned,Negative,Negative,0,0,0,0,1,0,0,0,1,1,Not_mentioned,Not_mentioned,Not_mentioned
6580,Positive,4,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,1,0,0,0,0,0,0,0,0,0,Fair,Not_mentioned,Not_mentioned,Positive,4,Trust,Neutral,Positive,Neutral,Not_mentioned,Positive,1,0,0,0,0,0,0,0,0,0,Fair,Not_mentioned,Not_mentioned
13740,Positive,4,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,1,0,0,0,0,Cheap,Not_mentioned,Not_mentioned,Positive,4,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,1,0,0,0,0,Cheap,Not_mentioned,Not_mentioned
1452,Negative,2,Fear,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Negative,0,0,1,0,1,0,0,0,1,1,Not_mentioned,Not_mentioned,No,Negative,2,Fear,Negative,Not_mentioned,Negative,Not_mentioned,Negative,0,1,1,0,1,0,0,0,1,1,Not_mentioned,Not_mentioned,No
14115,Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,0,0,0,0,0,0,0,0,0,1,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,0,0,0,0,0,0,0,0,0,1,Not_mentioned,Not_mentioned,Not_mentioned
8358,Negative,2,Fear,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,3,Other,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,0,1,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned
2243,Negative,2,Disgust,Not_mentioned,Not_mentioned,Not_mentioned,Negative,Neutral,1,0,0,1,1,1,0,0,0,0,Not_mentioned,Not_mentioned,No,Negative,1,Disgust,Not_mentioned,Not_mentioned,Negative,Negative,Negative,1,0,0,1,1,0,0,0,0,1,Not_mentioned,Not_mentioned,No
9925,Negative,2,Frustration,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Negative,0,0,0,0,0,1,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned,Negative,2,Frustration,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Negative,0,0,0,0,0,1,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned
14095,Positive,5,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Cheap,Yes,Not_mentioned,Positive,5,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Cheap,Yes,Not_mentioned
13616,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned,Positive,4,Joy,Not_mentioned,Not_mentioned,Neutral,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,1,Not_mentioned,Not_mentioned,Not_mentioned
665,Neutral,3,Neutral,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,0,0,0,0,0,0,0,0,1,1,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,3,Neutral,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,0,0,0,0,0,0,0,0,1,1,Not_mentioned,Not_mentioned,Not_mentioned
10743,Neutral,3,Frustration,Not_mentioned,Negative,Not_mentioned,Not_mentioned,Neutral,0,0,0,0,1,0,1,0,0,1,Expensive,Not_mentioned,Not_mentioned,Negative,2,Frustration,Not_mentioned,Negative,Not_mentioned,Not_mentioned,Neutral,0,0,0,0,1,0,1,0,0,1,Expensive,Not_mentioned,Not_mentioned
7977,Negative,1,Disgust,Not_mentioned,Negative,Not_mentioned,Negative,Negative,0,0,1,1,0,1,1,0,0,0,Expensive,Not_mentioned,No,Negative,1,Disgust,Not_mentioned,Negative,Not_mentioned,Negative,Negative,0,1,1,1,0,0,1,0,0,1,Expensive,Not_mentioned,No
1392,Negative,1,Fear,Negative,Not_mentioned,Not_mentioned,Negative,Negative,0,0,0,1,0,0,0,0,1,0,Not_mentioned,Not_mentioned,No,Negative,1,Fear,Negative,Not_mentioned,Negative,Not_mentioned,Negative,0,0,0,1,0,0,0,0,1,1,Not_mentioned,Not_mentioned,No
7034,Negative,2,Frustration,Negative,Not_mentioned,Not_mentioned,Negative,Negative,0,0,0,1,1,0,0,0,1,0,Not_mentioned,Not_mentioned,Not_mentioned,Negative,2,Frustration,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Negative,0,0,0,1,0,0,0,0,1,1,Not_mentioned,Not_mentioned,Not_mentioned
6777,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Yes,Not_mentioned,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Yes,Not_mentioned
1915,Negative,2,Frustration,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Negative,1,0,0,0,0,0,0,1,1,0,Not_mentioned,Not_mentioned,Not_mentioned,Negative,2,Frustration,Negative,Not_mentioned,Negative,Not_mentioned,Negative,1,0,0,0,0,0,0,1,1,0,Not_mentioned,Not_mentioned,Not_mentioned
3820,Negative,2,Frustration,Not_mentioned,Not_mentioned,Not_mentioned,Negative,Neutral,0,0,0,1,0,0,0,0,1,0,Not_mentioned,No,Not_mentioned,Negative,2,Frustration,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Negative,0,0,0,0,0,0,0,0,1,1,Not_mentioned,No,Not_mentioned
6628,Positive,4,Joy,Not_mentioned,Neutral,Positive,Not_mentioned,Not_mentioned,1,0,0,0,0,0,1,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned,Positive,4,Trust,Not_mentioned,Neutral,Positive,Not_mentioned,Not_mentioned,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned
1699,Negative,2,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Negative,0,0,1,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned,Negative,2,Frustration,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Negative,0,1,1,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned
3480,Positive,5,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Fair,Not_mentioned,Not_mentioned,Positive,5,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Fair,Not_mentioned,Not_mentioned
10322,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Yes,Not_mentioned,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Yes,Not_mentioned
2264,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,1,0,0,0,0,0,0,0,0,0,Not_mentioned,Yes,Not_mentioned,Positive,4,Joy,Not_mentioned,Neutral,Neutral,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Yes,Not_mentioned
8876,Negative,2,Frustration,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Negative,1,0,0,0,1,0,0,1,0,0,Not_mentioned,Not_mentioned,Not_mentioned,Negative,1,Frustration,Negative,Not_mentioned,Negative,Not_mentioned,Negative,1,0,0,0,1,0,0,1,1,1,Not_mentioned,Not_mentioned,Not_mentioned
11047,Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,1,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,3,Frustration,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,0,0,0,0,1,0,0,0,0,1,Not_mentioned,Not_mentioned,Not_mentioned
2612,Negative,2,Frustration,Not_mentioned,Not_mentioned,Not_mentioned,Negative,Negative,1,0,0,0,0,1,0,0,0,0,Not_mentioned,Not_mentioned,No,Negative,2,Frustration,Not_mentioned,Not_mentioned,Negative,Negative,Negative,1,0,0,0,0,0,0,0,0,1,Not_mentioned,Not_mentioned,No
2391,Negative,2,Frustration,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Negative,0,0,0,0,0,0,0,1,0,1,Not_mentioned,No,Not_mentioned,Negative,2,Frustration,Not_mentioned,Not_mentioned,Negative,Not_mentioned,Negative,0,0,0,0,0,0,0,1,0,1,Not_mentioned,No,Not_mentioned
9432,Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,1,1,0,0,0,0,Not_mentioned,Yes,Not_mentioned,Neutral,3,Frustration,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,0,0,0,0,1,1,0,0,0,0,Not_mentioned,Yes,Not_mentioned
9781,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned
8337,Neutral,3,Frustration,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,1,0,0,0,1,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned,Negative,2,Frustration,Not_mentioned,Not_mentioned,Neutral,Not_mentioned,Neutral,1,0,0,0,1,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned
12732,Positive,4,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned,Positive,4,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned
2899,Negative,2,Sadness,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,0,0,0,1,0,0,0,0,1,0,Not_mentioned,Not_mentioned,Not_mentioned,Negative,2,Fear,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Negative,0,0,0,0,0,0,0,0,1,1,Not_mentioned,Not_mentioned,Not_mentioned
3050,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned
10616,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned,Positive,4,Joy,Not_mentioned,Not_mentioned,Positive,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Yes,Not_mentioned
676,Negative,2,Anger,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,0,0,0,0,0,0,0,0,1,0,Not_mentioned,Not_mentioned,Not_mentioned,Negative,1,Anger,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Negative,0,0,0,0,0,0,0,0,1,0,Not_mentioned,Not_mentioned,Not_mentioned
13805,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Yes,Not_mentioned,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Yes,Not_mentioned
11318,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,1,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,1,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned
6851,Negative,2,Frustration,Not_mentioned,Not_mentioned,Not_mentioned,Negative,Negative,1,0,0,1,0,0,0,0,1,0,Not_mentioned,Not_mentioned,Not_mentioned,Negative,2,Frustration,Negative,Not_mentioned,Neutral,Negative,Negative,1,0,0,1,0,0,0,0,1,1,Not_mentioned,Not_mentioned,Not_mentioned
12225,Negative,2,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned,Negative,2,Frustration,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Negative,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned
6873,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned
10914,Negative,2,Frustration,Not_mentioned,Not_mentioned,Negative,Not_mentioned,Neutral,0,0,0,0,0,0,0,0,0,1,Not_mentioned,Not_mentioned,No,Negative,2,Frustration,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Negative,0,0,0,0,0,0,0,0,0,1,Not_mentioned,Not_mentioned,No
274,Negative,1,Fear,Negative,Not_mentioned,Not_mentioned,Negative,Negative,0,0,0,0,0,1,0,1,1,1,Not_mentioned,No,Not_mentioned,Negative,2,Fear,Negative,Not_mentioned,Negative,Negative,Negative,0,0,0,0,0,0,0,0,1,1,Not_mentioned,No,Not_mentioned
4820,Negative,2,Frustration,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,1,0,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned,Negative,2,Frustration,Not_mentioned,Not_mentioned,Negative,Not_mentioned,Negative,1,1,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned
13964,Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned
12262,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Yes,Yes,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Yes,Yes
8755,Negative,1,Disgust,Not_mentioned,Not_mentioned,Not_mentioned,Negative,Negative,0,0,0,0,0,1,0,1,0,1,Not_mentioned,Not_mentioned,Not_mentioned,Negative,1,Disgust,Not_mentioned,Negative,Negative,Negative,Negative,0,0,0,0,0,0,0,1,0,1,Not_mentioned,Not_mentioned,Not_mentioned
7553,Negative,2,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Negative,0,0,0,0,1,0,0,0,0,0,Not_mentioned,No,Not_mentioned,Negative,2,Frustration,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Negative,0,0,0,0,1,0,0,0,0,0,Not_mentioned,No,Not_mentioned
14361,Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned
327,Negative,2,Frustration,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,1,0,0,0,1,0,1,0,1,1,Not_mentioned,Not_mentioned,Not_mentioned,Negative,2,Frustration,Negative,Neutral,Neutral,Not_mentioned,Negative,1,0,0,0,1,0,0,0,1,1,Not_mentioned,Not_mentioned,Not_mentioned
1790,Negative,2,Frustration,Not_mentioned,Negative,Not_mentioned,Not_mentioned,Neutral,1,0,0,0,0,0,1,1,1,1,Expensive,No,Not_mentioned,Negative,2,Frustration,Negative,Negative,Negative,Not_mentioned,Negative,1,0,0,0,1,0,1,1,1,1,Expensive,No,Not_mentioned
12712,Positive,5,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Cheap,Not_mentioned,Not_mentioned,Positive,5,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Cheap,Not_mentioned,Not_mentioned
234,Negative,1,Fear,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Negative,0,0,0,0,0,0,0,1,1,0,Not_mentioned,No,Not_mentioned,Negative,1,Fear,Negative,Not_mentioned,Positive,Not_mentioned,Negative,0,0,0,0,0,0,0,1,1,0,Not_mentioned,No,Not_mentioned
